	SP1	SP2	SP3	SP4	SP5	SP6	SP7	SP8	SP9	SP10	SP11	SP12	SP13	SP14	SP15
MCA_RS01425	14632	5540	12933	3161	6376	6782	9786	8489	12544	12995	13931	11009	8547	19819	9159
MCA_RS01430	14328	4904	16680	4049	8328	9423	13733	11861	16078	17470	16899	13196	7659	24441	10657
MCA_RS01435	5955	2365	6966	1256	2217	3738	5086	3422	5392	6704	5781	7932	4118	11690	7018
MCA_RS01440	14687	7388	14555	2973	4437	7407	11742	10601	14927	13074	16809	12347	9592	23187	14794
MCA_RS01445	4008	1904	3498	459	756	742	2881	1666	3575	3614	5644	2203	2499	5521	4642
MCA_RS01450	420874	192140	516265	140378	301087	309460	280729	212788	383293	307520	335188	662644	384941	677070	421563
MCA_RS01455	20215	8117	22446	4982	8801	13720	11636	9599	19258	15348	16422	15063	11112	28102	14708
MCA_RS01460	5645	2729	3997	603	2032	1135	8099	5423	7730	8401	9174	7224	7440	19471	9800
MCA_RS01465	7011	2386	5711	1140	1745	2320	3655	2525	3690	3744	6500	3975	3348	8097	5897
MCA_RS01470	36196	19098	42550	8916	22363	21670	23077	15071	34980	39156	28936	48170	223660	214838	80552
MCA_RS01475	1515	471	1080	241	703	622	1502	1127	1539	1435	1914	1587	4689	6344	2648
MCA_RS01480	11881	5145	12403	2663	3168	3928	11187	8357	9586	14867	14214	6408	6292	15141	8654
MCA_RS01485	6104	2550	5023	624	1206	1437	7902	4572	6189	6804	7844	4442	2762	8065	5621
MCA_RS01490	1402	358	1060	51	237	562	900	416	983	639	1198	734	511	906	1062
MCA_RS01495	4473	1676	3642	540	1845	1945	2150	2311	2770	3636	4524	3476	1633	4476	2168
MCA_RS01500	611	100	258	56	143	230	71	188	419	6	194	234	224	412	292
MCA_RS01505	341	116	425	47	0	113	96	109	295	366	55	128	239	237	324
MCA_RS01510	19818	8316	20320	4677	9902	12489	12059	8781	16575	14356	14535	15113	9663	23802	14733
MCA_RS01515	7702	3820	6925	1832	2372	4168	4272	3246	5516	4975	4802	3630	3813	9324	5746
MCA_RS01520	19003	6095	17685	5686	11938	11842	9605	7691	15615	13738	12935	18045	9773	23512	12682
MCA_RS01525	13451	5856	15997	3677	8869	9773	6186	5476	9479	9115	11399	14815	7286	20963	9166
MCA_RS01530	4792	1724	3673	435	909	1388	1606	1477	2739	3041	3287	4236	2206	4725	2434
MCA_RS01535	10170	6264	12705	2818	9554	7794	4624	3821	7492	6505	7345	9883	7489	12907	6984
MCA_RS01540	5369	2753	5719	1406	3065	3979	3345	1931	3915	4224	3159	4933	3532	8385	4917
MCA_RS01545	4604	1840	4732	1256	2485	4162	2441	1849	4350	4542	3670	4986	2830	7616	4406
MCA_RS01550	2711	1096	2130	548	794	910	1397	974	1618	1637	2404	3190	1428	3335	3071
MCA_RS01555	2462	1577	3111	585	1826	1178	1633	1269	2373	1650	3329	1389	1760	5261	3076
MCA_RS01560	3701	3111	4970	1301	4100	2081	4312	2596	4341	6038	3105	3215	6219	9502	7246
MCA_RS01565	3516	1001	3337	548	3100	2462	2385	1540	3160	2116	3041	2956	2781	4705	2937
MCA_RS01570	0	87	0	0	112	0	398	0	0	195	233	156	56	200	441
MCA_RS01575	3601	827	4016	765	1739	2313	2462	2008	4018	2905	4548	4599	2415	6717	3486
MCA_RS01580	6410	1836	4829	424	1207	1490	3651	2959	2704	3088	5886	3083	2328	5555	2654
MCA_RS01585	2128	631	1350	217	544	524	1501	1470	714	1493	1502	347	497	3190	1618
MCA_RS01590	9001	2462	9353	2204	4359	5140	5141	3074	8103	7697	7026	5934	3799	11888	5552
MCA_RS01595	8357	3794	9513	1972	3644	3698	6537	4996	7816	7046	9515	5423	5085	13267	5200
MCA_RS01600	12929	3886	12943	2352	6566	8429	6961	4772	9570	9630	8168	9115	5389	18590	7214
MCA_RS01605	6502	2205	6297	1449	2268	3701	4380	3936	6005	5050	5048	5665	3566	9405	5236
MCA_RS01610	5284	2396	5564	1216	1658	2826	2507	2338	4273	3648	3805	5417	2629	6938	3118
MCA_RS01615	1996	483	991	126	340	336	1199	733	1056	1388	1751	1715	746	1962	1371
MCA_RS01620	6501	2096	9448	1694	3074	3226	4934	4714	6587	6241	6217	6597	4401	11037	5744
MCA_RS01625	5644	2457	5362	1232	2140	3123	5044	3947	4480	3875	5626	3426	2562	6159	4334
MCA_RS01630	7908	3389	8915	1837	5067	6273	5949	6078	10159	8086	7731	5824	4497	12331	7238
MCA_RS01635	11624	4957	12211	4110	6662	5636	9794	6398	11258	10262	9079	6699	6185	18146	7055
MCA_RS01640	4026	1540	3965	753	2409	2269	2396	1772	3851	2599	3194	3558	2330	6231	3653
MCA_RS01645	1655	915	970	337	818	679	378	716	504	924	706	339	753	1740	814
MCA_RS01650	27172	12252	28966	9092	15001	22970	21357	12934	27034	26383	21532	27878	17236	43711	25013
MCA_RS01655	5527	2111	4958	1106	1840	2249	2729	2587	3790	3254	4150	3753	2291	6302	3216
MCA_RS01660	6864	4266	8609	1997	3466	4740	4945	4161	5118	6360	7059	8967	5684	13390	7520
MCA_RS01665	10061	4594	12343	2547	5087	4275	4632	3632	14456	6529	5285	24665	17853	16496	9637
MCA_RS01670	3584	1128	2666	943	1610	1985	1765	2305	1978	2150	2887	2700	1390	5120	2066
MCA_RS01675	6725	3518	6237	2939	3113	5090	5082	4000	7715	7500	7131	7500	5239	11944	7007
MCA_RS01680	19273	6395	15830	4602	12971	11236	10064	6511	14819	13308	12977	18143	10659	27657	13621
MCA_RS01685	5627	2865	5782	747	1627	2193	2928	2259	4807	3769	4199	4427	3101	6761	4757
MCA_RS01690	6183	2152	6505	1188	3072	2141	3423	2179	6381	5111	5252	7039	4291	9469	3270
MCA_RS01695	163	425	503	396	1078	297	64	215	557	451	313	208	105	1108	344
MCA_RS01700	39222	11662	34827	6862	15869	18261	23708	15822	32607	28662	34348	34650	30102	71632	35613
MCA_RS01705	6065	3095	4889	1450	2078	2201	3372	3108	5147	4320	7266	4073	2508	7413	3033
MCA_RS01710	144213	14588	140013	21270	19690	36371	98477	65897	123242	111635	117270	146998	85130	217770	107293
MCA_RS01715	20778	2764	20970	5059	6261	11599	16092	8862	19249	16671	20226	14282	9311	27252	7699
MCA_RS01720	10500	4089	7443	2481	8010	6474	3864	2220	6342	5705	5993	10223	5467	13039	7639
MCA_RS01725	2400	997	2320	616	2652	1843	1183	402	2194	1905	1290	1707	1609	3946	1494
MCA_RS01730	4066	1808	3912	381	2482	1594	1969	1381	3848	4933	3028	4267	2260	6350	4813
MCA_RS01735	2772	490	3318	210	1802	2596	1494	1537	3211	1702	1453	1985	1607	5263	2433
MCA_RS01740	5226	2300	3475	906	2671	3513	2737	1787	4491	3741	2779	5362	3168	6340	3395
MCA_RS01745	7452	3682	8287	1290	2535	5832	4929	3874	4436	6835	6813	6630	4675	11220	5856
MCA_RS01750	8058	3075	9739	3084	5805	7467	8389	4129	7246	8711	6959	7272	6251	15753	8430
MCA_RS01755	5610	2261	7192	970	1377	2651	5200	4996	5844	4870	6536	3941	2399	8006	4016
MCA_RS01760	3395	1596	2414	416	178	677	2442	2964	2363	1718	3917	3223	1227	3415	1541
MCA_RS01765	1949	163	2332	395	997	1217	876	1139	1275	1301	2377	1294	919	2809	1026
MCA_RS01770	2654	1247	3175	506	2001	1470	2844	1725	3697	3051	4226	1971	1434	4034	3481
MCA_RS01775	1786	962	1327	385	741	1405	983	1127	1724	1307	2073	893	559	2005	973
MCA_RS01780	13817	4665	13733	3582	10064	9652	8852	5649	11141	10166	9461	9812	5654	20372	6732
MCA_RS01785	7585	2813	8060	2085	5778	5581	3935	2726	4939	5932	5189	5421	3803	10748	4230
MCA_RS01790	6146	2275	4318	777	2505	2487	3364	1730	3545	4641	3577	3075	2087	6012	3190
MCA_RS01795	10319	4510	13067	3325	5596	8521	7661	5328	10601	8695	9385	8526	6857	15521	8647
MCA_RS01800	2389	933	2673	1042	2087	2304	1607	784	2335	1501	2865	1867	1121	3384	2838
MCA_RS01805	4193	1940	5583	974	2393	2933	2075	1377	3901	2500	3616	3585	2558	7949	3567
MCA_RS01810	3805	1605	3236	440	939	1316	2685	2155	4508	3891	3930	2619	2331	5533	3678
MCA_RS01815	12934	5714	12709	1997	4583	6703	9562	7294	13220	10992	9333	10587	9442	18820	12000
MCA_RS01820	17841	8560	20644	5558	8256	14616	13706	12647	21511	18168	13798	14471	12353	28126	13362
MCA_RS01825	6698	2281	7709	1792	3445	3115	3384	1713	2798	5193	5867	4479	3883	9428	2170
MCA_RS01830	1494	297	2318	383	940	956	972	836	1136	1258	1045	952	845	2709	1407
MCA_RS01835	890	620	1110	309	473	1035	494	667	1352	538	1722	919	397	1978	859
MCA_RS01840	4344	2414	4669	701	1625	2662	2486	2485	3229	4616	3259	5035	3375	7008	4466
MCA_RS01845	23357	6673	19828	5173	13824	10731	12386	7117	12234	15359	15577	11881	7509	22857	9515
MCA_RS01850	9283	4476	9870	1932	3295	3882	8040	6555	6569	9676	10864	6010	3800	12205	5146
MCA_RS01855	5360	2720	5892	1083	2347	2064	4181	2447	5476	5926	5878	2748	2952	7169	3897
MCA_RS01860	10883	5604	11733	2665	5817	7005	9503	6200	9193	9380	12065	7475	5011	15736	6555
MCA_RS01865	6951	2270	6271	1167	4798	4294	5272	3332	6173	4843	7818	4891	4037	7615	4405
MCA_RS01870	3409	1482	2243	662	2606	2109	2385	2033	2420	2211	3133	1945	1322	3854	1997
MCA_RS01875	14969	8942	15006	3767	7788	9952	10800	10993	13396	11958	17192	9478	7611	22463	12431
MCA_RS01880	28530	10781	25428	10347	21814	19866	14390	10473	22078	21030	23707	22260	16167	37442	17911
MCA_RS01885	5021	2794	4435	1129	2706	2467	4090	1125	4036	4380	3760	3206	2214	6843	2939
MCA_RS01890	11056	2909	10538	2614	7516	8383	6723	4219	8698	9606	8014	8286	5142	13619	5263
MCA_RS01895	14077	5414	14356	4872	10337	10571	6820	6120	11760	13325	9893	12786	8204	18852	8642
MCA_RS01905	1876	587	1116	386	905	807	1005	813	1318	855	733	559	553	2201	630
MCA_RS01910	2580	1592	3838	375	1041	2035	1621	1110	1908	2217	2323	1857	1435	3191	1432
MCA_RS01915	16242	3735	18708	4009	9346	8703	11913	9797	11398	12670	14660	10110	7222	18892	10478
MCA_RS01920	6179	1748	6200	1064	1643	1162	6053	3252	4514	6746	10020	3221	2589	8144	6208
MCA_RS01925	29897	11161	32593	7963	19259	21633	22555	13098	22538	25115	32775	21288	13607	43198	20907
MCA_RS01930	19686	7486	19763	2687	3801	5728	10560	11524	15261	15495	17625	13879	8525	22952	11948
MCA_RS01935	3334	1407	2824	603	652	885	2860	1952	3666	2311	5055	1349	1767	3799	2920
MCA_RS01945	3626	1220	3077	364	705	608	4409	3719	2468	2323	6525	989	1482	3337	1840
MCA_RS01950	17725	4894	15553	3599	6655	7171	18504	10305	12926	12201	22465	9251	6096	21615	12022
MCA_RS01955	15451	6138	13784	3888	6623	8251	10701	9107	10741	14067	15110	7763	7150	21857	7250
MCA_RS01960	8180	3553	8066	2344	4131	4038	5164	5543	6316	6939	7845	4788	2783	10589	3849
MCA_RS01965	55590	22567	55583	18568	32373	35301	38239	34109	43780	40784	42478	22986	19398	56901	33132
MCA_RS01970	4040	2012	4447	764	2665	2190	3806	1625	2240	5509	6803	2495	1857	6723	2647
MCA_RS01975	7325	3513	7543	1484	2459	3413	5254	4588	5137	6270	8392	3651	2695	7921	4092
MCA_RS01980	10591	3365	11913	3878	5834	7165	6470	6200	10085	9040	7305	6405	4736	13334	5757
MCA_RS01985	12319	5202	10795	2580	5359	8784	7797	2842	11371	8293	10528	6370	6407	13061	7631
MCA_RS01990	6879	2819	6959	1824	3266	4751	3330	2521	4975	4446	5768	5736	4485	8234	3447
MCA_RS01995	4427	1690	6345	1378	3532	2815	3200	2447	3129	3958	3232	5837	2814	8943	3186
MCA_RS02000	2216	1156	4237	558	1518	1633	1432	1661	2934	2029	3434	2973	1753	4519	3171
MCA_RS02005	221	0	52	98	51	0	164	0	0	110	305	0	0	272	370
MCA_RS02010	1192	340	978	92	481	525	557	973	1417	731	1205	1325	628	2141	1385
MCA_RS02015	1380	684	1843	330	958	575	1010	836	1322	1056	1452	1076	817	2293	1374
MCA_RS02020	8456	3313	9620	2746	6425	8774	5046	4786	7231	7283	6921	10630	6301	13000	7382
MCA_RS02025	6980	2410	6313	1313	2982	3859	3641	2838	5332	5240	5085	7695	5136	9521	4840
MCA_RS02030	4401	1972	3868	1138	1775	1938	2077	1768	4340	2674	4427	4585	3269	7974	3514
MCA_RS02035	908	261	893	102	90	478	258	0	0	105	359	476	180	904	346
MCA_RS02040	1144	595	892	162	611	699	843	205	2202	1579	916	1848	1385	2094	1036
MCA_RS02045	5602	1762	5180	1358	2746	4260	2933	1601	5366	5297	6023	5743	3525	8943	3630
MCA_RS02050	4109	1665	3924	352	1237	891	2791	2173	3081	2470	5491	1869	2629	4972	2085
MCA_RS02055	7952	2153	7302	1236	2032	2735	6976	3250	7097	7038	8894	7236	4402	11764	8588
MCA_RS02060	9390	1659	8750	1459	2441	3812	6145	4021	5427	5820	8362	4438	3166	11864	5199
MCA_RS02065	3845	1217	3171	401	673	1425	3870	2403	3357	3785	4809	4168	2351	6328	3940
MCA_RS02070	4269	2657	5171	898	1071	1360	4871	3019	4097	3737	5022	3574	1641	6038	3826
MCA_RS02075	23387	7823	21669	4164	7125	11342	16351	11986	22307	16513	23575	18322	10461	33999	14666
MCA_RS02080	4771	1197	2659	241	316	964	2538	2151	2732	2242	4996	2282	1323	3374	1775
MCA_RS02085	650	379	514	58	0	105	712	873	800	687	1864	281	126	979	398
MCA_RS02090	82166	2952	66849	21001	8330	25140	42640	22447	62215	31790	68906	86013	21515	115255	63001
MCA_RS02095	229659	5265	187668	59806	20162	77212	140456	66399	200496	112406	169576	210567	69386	307312	156080
MCA_RS02100	34926	669	25731	8076	2408	13537	22766	14185	28608	12696	31959	28813	8188	44243	20606
MCA_RS02105	3518	0	2959	1819	421	3430	2029	1311	2665	1822	2834	3937	1336	6372	3616
MCA_RS02110	32498	1144	26723	8336	3969	15726	17452	10922	23015	11436	30631	29985	6544	43965	24032
MCA_RS02115	29750	1570	18811	5659	2709	11207	11632	7025	18701	9855	24115	21550	4097	29674	15321
MCA_RS02120	5320	101	4996	1132	578	1907	3682	1876	3804	2207	5078	4451	824	6017	4088
MCA_RS02125	12473	287	11403	4497	653	7767	7128	3253	10423	5385	11695	14057	3248	17495	10053
MCA_RS02130	7911	381	5885	1234	538	1808	3937	2613	5963	3639	6929	4961	1508	8740	5083
MCA_RS02135	12217	668	9350	2593	624	4788	6211	3087	8287	6253	9440	13162	2215	14962	8325
MCA_RS02140	31230	827	24979	10230	4201	21129	12509	7681	26844	12242	25206	33977	4171	36814	20013
MCA_RS02145	4732	197	4491	1634	631	3366	1864	771	3345	1015	3848	2902	377	7304	3309
MCA_RS02150	20870	976	16130	5755	4127	13856	10828	6291	15716	7403	18227	21117	2591	26427	13790
MCA_RS02155	2691	129	1532	330	249	515	891	870	1327	1186	2158	2243	381	2656	653
MCA_RS02160	3129	429	2662	625	1398	825	1307	808	2976	2266	3304	2755	1161	3864	2026
MCA_RS02165	4325	388	3587	1119	1555	2181	864	895	1953	1197	2875	2765	855	5767	2316
MCA_RS02170	836	348	833	333	336	698	482	574	705	142	1692	1229	449	1787	949
MCA_RS02175	1816	224	1189	93	160	806	1196	367	602	1220	1005	1330	206	2132	268
MCA_RS02180	1727	212	1450	501	354	657	80	272	1114	456	1059	1500	154	2233	503
MCA_RS02185	28644	4648	27882	6429	6677	11412	25590	15647	27906	29321	29206	26327	15637	45634	25663
MCA_RS02190	2729	359	3257	385	516	1351	1481	1159	3207	2487	2980	2922	1435	4925	2868
MCA_RS02195	4741	656	6495	965	1582	3596	3301	2638	5837	4883	4822	4955	2957	8433	3892
MCA_RS02200	4126	1438	4275	807	2373	2357	1718	2009	3301	3440	4855	6196	2237	6269	3186
MCA_RS02205	23076	2095	21275	4742	3864	6947	21802	15804	30209	24947	35053	31797	14967	50233	25713
MCA_RS02210	27681	941	26768	3848	2702	6792	35425	22679	31509	28179	46467	29412	15205	65019	26613
MCA_RS02215	13557	681	9936	1617	770	1670	20269	12884	13299	10221	23509	11276	5235	24091	11616
MCA_RS02220	9073	392	9579	2825	2490	5456	5120	2556	6851	6299	6247	7503	3533	10555	6134
MCA_RS02225	2907	930	3888	686	2414	2089	1586	609	3328	2856	2216	2460	1783	6535	1838
MCA_RS02230	14698	2564	15405	4536	15260	12643	5897	3844	11856	10623	9715	17040	10417	24319	10103
MCA_RS02235	2936	1294	3767	1200	3976	3755	2009	802	3150	2717	3206	3884	3100	5943	4006
MCA_RS02240	5484	1684	6168	1424	3921	3886	2358	1916	4679	3938	4126	4485	4699	11769	5368
MCA_RS02245	1303	30	861	248	225	212	544	582	856	379	1021	219	930	1160	726
MCA_RS02250	1026	295	508	124	83	803	531	102	475	362	614	575	228	929	779
MCA_RS02255	499	156	717	154	0	239	330	354	96	227	217	237	222	249	443
MCA_RS02260	819	147	481	190	87	2	213	0	213	357	816	0	421	630	1070
MCA_RS02265	276	75	343	0	0	124	75	86	295	432	328	782	505	621	444
MCA_RS02270	749	361	757	50	92	232	695	222	415	297	902	1033	149	1205	495
MCA_RS02275	4531	1465	4659	803	2307	1956	2529	1199	2987	3646	3960	4723	2902	5707	3336
MCA_RS02280	4957	1628	6247	840	2397	1838	1590	1306	5890	3171	3635	6402	3955	7075	4667
MCA_RS02285	6357	2796	6893	1679	1524	2883	2035	1768	4997	4699	3573	6197	4272	7092	4409
MCA_RS02290	11875	4798	6288	488	379	513	2982	3821	5791	4283	4822	4752	3498	7222	5623
MCA_RS02295	1281	615	1929	118	439	426	407	750	1675	1298	1382	1878	1128	2216	1456
MCA_RS02300	5921	1666	3163	723	1537	1333	3246	1610	4230	3104	3812	4000	2987	6518	3919
MCA_RS02305	1750	754	1723	550	1716	2023	754	627	2626	1722	1823	1371	1341	3686	1119
MCA_RS02310	3282	1021	3315	517	2586	3461	1153	208	2892	1374	2083	1937	2487	5338	1506
MCA_RS02315	2513	1097	2326	1033	2277	2063	1418	1018	1046	2259	1586	2610	1774	3880	1460
MCA_RS02320	1621	715	1988	427	1838	2197	572	1128	1159	1310	802	1629	1017	2954	476
MCA_RS02330	1086	279	1252	646	723	159	1320	554	1050	867	1608	1257	966	2386	874
MCA_RS02335	4013	2013	2423	734	845	1315	2330	1635	3003	2708	4232	2357	1684	3939	2921
MCA_RS02340	5426	2763	4003	589	1484	2316	2267	2708	3699	4083	4077	4125	3754	7001	4765
MCA_RS02345	9106	3214	7434	1477	4458	4445	4497	4238	4696	7532	6203	3797	4553	10491	4781
MCA_RS02350	6083	3576	6734	1866	2449	3282	5664	4860	6221	5927	7580	4554	4304	9636	4079
MCA_RS02355	5966	1468	3864	1484	4269	3912	2847	1603	5173	4523	3749	5219	2539	7213	3398
MCA_RS02360	211	265	248	76	104	247	98	0	114	211	129	98	79	360	518
MCA_RS02365	5956	2249	5346	1891	3516	6068	2745	2119	3805	3500	4181	5405	3516	7651	3909
MCA_RS02370	697	296	1445	422	1125	702	388	669	1029	265	1035	1073	312	1878	532
MCA_RS02375	915	96	1084	623	1180	1157	790	416	757	1404	592	1320	1323	2966	1542
MCA_RS02380	565	0	697	291	549	854	531	352	1361	595	948	1082	252	1812	824
MCA_RS15880	2630	2108	2878	1005	429	1181	2697	1386	2527	2632	3598	3201	2827	4984	4626
MCA_RS02385	2047	652	1144	265	396	897	991	474	1191	1124	1259	1755	1012	2455	1371
MCA_RS02390	886	281	762	93	195	200	468	205	838	370	1082	722	300	1181	935
MCA_RS15525	1692	1400	1239	43	67	169	833	962	1860	904	2623	1404	727	1844	1545
MCA_RS15885	878	799	905	49	119	284	915	607	1168	1251	1795	1293	509	1579	1867
MCA_RS15300	253	69	258	65	60	56	199	306	0	281	531	229	239	652	783
MCA_RS02405	1220	615	1139	433	742	546	1140	1145	640	1506	1872	1719	438	1441	872
MCA_RS02410	769	206	706	14	775	606	413	438	125	606	1112	145	136	1023	221
MCA_RS02415	1455	457	1349	106	893	333	517	352	577	821	669	915	452	1488	744
MCA_RS02420	1185	266	1966	244	1290	1129	594	324	1035	798	619	2019	609	1609	868
MCA_RS02425	10729	2970	9983	2694	7093	7036	4531	2259	7617	6344	6072	8130	4679	10699	4751
MCA_RS02430	1706	643	570	318	650	287	658	499	641	856	1220	724	708	1184	165
MCA_RS16195	303	85	220	83	156	134	341	142	559	273	334	0	139	483	2
MCA_RS15890	651	250	217	107	0	213	202	516	559	264	698	659	187	718	729
MCA_RS02435	5809	2673	7061	1039	5410	4751	2720	1316	4426	4366	2914	6023	4267	8772	3724
MCA_RS02440	5226	3117	5913	1525	4899	4602	3005	1884	6170	3708	3980	5452	4352	12040	4814
MCA_RS02445	3527	1161	4536	545	614	2205	1432	1448	3315	2907	3029	3294	2231	4170	2527
MCA_RS02450	7614	3148	7176	1218	2543	3769	2748	1902	4704	2666	4333	7350	3262	6896	3951
MCA_RS02455	6242	2299	7373	1748	2927	4018	3695	2118	5183	3729	4707	5879	4088	7789	5376
MCA_RS15535	488	239	226	177	62	126	438	546	292	309	461	185	287	876	476
MCA_RS15540	757	131	249	0	29	238	31	303	243	302	774	640	249	633	286
MCA_RS02460	1941	405	1834	223	601	750	1950	1129	1643	1025	1572	2038	827	2316	1276
MCA_RS02465	1203	209	886	256	424	853	324	767	387	692	1074	1225	467	1050	1084
MCA_RS02490	9017	4160	10431	3119	5700	5299	8079	5943	9264	8278	10335	4841	5125	13927	7031
MCA_RS02495	3972	1636	3668	784	2091	1822	2905	2311	3213	3089	4130	2429	2519	5224	3020
MCA_RS02500	11344	4454	10465	1287	2329	3303	7443	5948	8578	9485	12007	8148	5533	14409	9265
MCA_RS02505	6050	2143	6336	1527	3057	3121	4464	3020	6533	4832	6241	2935	4165	11253	5086
MCA_RS02510	22620	6695	20654	5085	11278	15248	14469	8086	17510	16024	16721	16701	10578	30009	10347
MCA_RS02515	21557	5580	22662	6976	17360	18484	12491	8011	18661	18998	17405	20507	13882	35178	15931
MCA_RS02520	6787	2460	8745	2005	5314	3734	4413	2250	8316	6069	5798	7247	5054	11131	4837
MCA_RS02525	9613	1750	7940	1555	4616	6013	4547	3514	5470	6318	6855	6191	4069	10696	6130
MCA_RS02530	5891	2100	6390	1448	4198	3229	2853	1893	5017	4527	5158	5396	3470	8644	3697
MCA_RS02535	8936	4359	6620	718	1154	1578	8100	6514	7124	6769	12236	2962	3262	12550	6419
MCA_RS02540	8635	4390	7444	1716	2472	1815	8275	6169	6934	6473	13891	4936	2954	11614	5180
MCA_RS02545	4812	1748	4328	1317	2930	2603	3289	4426	3392	4908	5800	2288	1918	5933	2127
MCA_RS02550	1237	837	2084	302	1865	689	1389	992	1238	1866	2264	556	804	2436	1158
MCA_RS02555	5844	1876	6015	822	1702	2161	3856	2764	3330	3631	4934	2988	2682	5676	4624
MCA_RS02560	2905	1835	3114	532	1989	2308	1365	1491	1641	2889	2996	1701	1843	4235	2187
MCA_RS02565	5966	2698	3969	1119	1766	1272	2986	1928	3356	3493	4719	2741	2661	6514	3420
MCA_RS02570	8123	2351	6123	1938	2310	3150	5327	4702	5425	5501	6958	4911	3673	10791	6222
MCA_RS02575	8793	3750	8070	2413	3225	4765	7107	4527	9219	9424	10774	10617	6973	17640	7319
MCA_RS02580	5061	2320	4529	468	936	1519	3596	2662	5569	4027	5992	2960	3025	8380	5618
MCA_RS02585	4521	2576	4361	1275	1506	3048	3909	2631	3847	4924	7666	3785	2259	6605	4257
MCA_RS02590	15853	5759	17119	2997	6641	10209	11351	8289	14224	13133	16556	13341	9578	25057	11327
MCA_RS02600	29825	11150	23463	4676	8183	9062	23750	18176	20360	23897	29439	13153	10078	33598	15674
MCA_RS02605	7756	3952	8294	1760	2906	3716	7638	6005	7273	7913	10563	6335	4534	13198	8040
MCA_RS02610	37576	16694	37501	10655	21419	20899	21081	18741	32158	28174	30103	25848	17581	49391	29654
MCA_RS02615	94006	45949	92457	38317	98865	73920	52224	42363	78088	72216	71396	87990	52886	125136	77067
MCA_RS02620	9772	5001	10586	1464	3448	4486	8040	6797	10984	10616	11026	7243	8077	20609	12112
MCA_RS02635	32867	13991	24752	8651	11530	13347	20532	20373	20964	22423	30653	17203	13446	38440	17691
MCA_RS02640	11837	3449	10834	2672	6602	7262	7733	3986	9512	8595	9709	8593	4415	13591	5622
MCA_RS02645	2455	1257	4518	334	832	1251	1915	1760	2944	2762	3861	3929	2260	3460	3506
MCA_RS02650	665	178	457	153	213	110	834	571	603	606	1481	763	504	1604	670
MCA_RS02655	5890	1264	4835	1080	2228	2623	5178	2643	4394	5471	5945	4060	4062	8850	4420
